CPU Load (%),CPU Cores,Memory RAM Usage (%),Memory Swap Usage (%),Disk Usage (%),downgrade
45.38,4,28.67,90.77,93.99,1
29.18,5,57.81,74.78,22.18,1
28.62,1,69.68,36.67,94.71,1
10.16,6,51.16,34.56,38.92,1
99.53,2,65.83,7.36,31.64,1
31.61,5,43.83,42.65,91.86,1
37.59,5,56.35,96.72,55.47,1
37.33,2,44.87,81.37,63.19,1
74.92,1,95.45,50.16,0.46,1
76.67,7,10.66,45.98,7.78,1
2.61,1,43.96,22.75,11.71,0
91.44,8,70.91,81.74,40.99,1
12.1,4,93.01,17.86,40.93,1
96.54,2,10.39,83.44,47.7,1
9.58,4,22.89,57.96,24.04,1
37.75,6,65.7,91.75,80.22,1
55.38,1,88.3,22.28,97.51,1
18.09,5,96.01,39.14,97.74,1
58.79,5,98.88,37.52,25.88,1
10.37,2,34.11,27.84,6.41,0
40.95,4,28.82,74.46,31.49,1
68.98,5,16.45,23.26,64.58,0
84.17,7,93.49,30.5,55.81,1
94.02,3,80.33,57.43,79.75,1
87.2,6,69.86,53.78,5.58,1
26.28,4,23.46,57.25,76.57,1
86.18,2,31.45,21.6,62.97,1
52.36,7,20.56,75.01,30.15,1
35.94,4,16.92,6.68,87.17,1
1.94,1,28.5,83.38,16.67,1
74.76,4,9.77,28.31,74.72,1
76.41,6,82.65,2.78,76.59,1
63.31,8,48.54,86.7,43.8,1
21.33,6,10.98,0.37,73.11,0
25.3,3,32.65,7.71,85.77,1
33.83,5,66.09,61.78,45.35,1
84.19,8,22.17,1.0,21.71,1
74.81,5,14.71,59.24,25.75,1
84.05,4,19.06,7.5,48.02,1
22.77,2,49.77,86.15,34.05,1
29.89,4,53.28,6.72,86.7,1
17.97,5,22.63,39.46,62.19,0
20.83,4,60.67,78.59,66.96,1
68.72,4,46.32,38.31,67.57,1
36.97,7,85.56,16.21,85.78,1
40.94,3,91.36,5.68,16.93,1
2.5,1,31.55,92.71,23.77,1
61.75,4,61.3,28.26,37.56,1
70.13,8,72.51,55.81,35.38,1
2.94,2,45.5,43.59,77.24,1
34.99,7,25.31,80.7,44.32,1
86.67,4,9.48,42.03,40.56,1
50.68,6,13.31,89.37,1.13,1
50.62,6,14.26,69.18,54.0,1
44.96,8,76.56,16.78,59.09,1
17.87,4,22.37,76.94,30.56,1
87.08,6,50.9,35.05,33.32,1
48.89,3,86.6,33.16,85.4,1
42.52,6,22.69,27.23,95.76,1
29.42,4,42.09,58.34,12.33,1
0.93,5,99.06,83.32,22.8,1
57.5,8,45.64,48.01,29.09,1
32.93,6,19.98,95.44,27.94,1
41.59,4,40.98,83.73,59.97,1
70.92,3,48.77,90.69,70.56,1
82.82,3,18.62,81.56,77.35,1
59.95,3,75.16,47.32,79.59,1
3.54,5,38.42,13.36,11.8,0
4.26,7,92.27,23.21,29.86,1
93.25,2,52.55,11.0,99.67,1
60.25,1,50.44,50.74,72.14,1
34.22,2,38.16,34.58,33.09,1
1.55,5,3.39,65.36,12.19,1
98.33,6,92.48,24.49,40.83,1
62.24,7,48.13,93.29,61.96,1
4.41,8,87.3,87.62,9.91,1
61.45,8,64.97,40.43,43.34,1
41.29,3,67.77,19.87,19.56,1
21.28,8,27.01,48.1,40.61,1
72.39,3,53.93,94.16,19.08,1
8.41,7,48.69,54.56,43.28,1
57.96,6,94.88,24.44,95.33,1
29.19,1,33.92,73.35,73.99,1
49.13,8,11.6,59.41,4.63,1
37.25,8,32.41,82.03,45.16,1
45.74,4,83.45,66.59,48.77,1
1.87,7,0.94,43.56,32.23,0
34.62,8,48.28,51.52,32.37,1
44.95,4,96.9,77.01,55.46,1
37.8,5,52.52,86.68,68.1,1
42.49,1,39.27,51.17,22.06,1
1.83,5,56.74,55.08,12.44,1
88.57,7,44.52,8.22,83.67,1
71.69,1,55.35,52.94,13.84,1
64.59,5,41.47,12.1,53.75,0
97.69,1,44.66,69.86,37.02,1
0.32,2,3.32,13.16,3.61,0
80.28,3,24.99,0.58,56.09,1
72.24,7,41.35,93.9,27.06,1
49.84,5,81.57,81.51,24.2,1
73.11,6,42.72,83.43,69.24,1
94.9,5,44.22,57.08,43.44,1
31.65,8,93.78,16.9,83.97,1
26.65,6,24.4,47.95,46.51,1
22.2,4,28.58,0.55,59.44,0
2.61,5,41.39,42.34,8.18,1
81.56,5,93.77,80.94,48.76,1
6.25,7,97.31,97.17,82.74,1
73.04,8,10.34,91.43,35.43,1
43.99,6,3.17,80.31,63.98,1
91.46,7,99.79,65.68,1.87,1
95.63,1,32.28,91.55,79.27,1
73.06,5,74.5,58.61,79.44,1
43.71,8,99.57,89.95,22.38,1
49.57,7,68.89,1.81,48.52,1
41.53,3,59.45,20.61,48.51,1
34.27,8,36.28,81.64,38.33,1
21.13,8,91.31,47.19,49.68,1
66.35,4,90.98,22.62,29.6,1
14.42,6,93.32,97.19,47.36,1
43.96,5,26.14,75.72,33.87,1
2.24,2,31.6,42.4,3.71,1
40.72,4,59.4,72.37,93.43,1
59.98,6,37.55,70.19,49.73,1
42.65,3,65.46,26.23,10.47,1
53.66,5,29.25,46.78,98.15,1
34.48,8,84.49,1.46,14.03,1
14.25,8,40.88,33.05,86.04,1
93.35,3,60.61,67.55,23.94,1
4.12,3,9.12,66.22,51.18,1
15.89,4,35.32,58.15,32.25,1
93.28,7,90.33,11.57,66.42,1
78.18,1,18.29,64.82,45.43,1
38.54,1,98.44,75.68,21.4,1
39.65,6,51.38,5.09,65.1,0
13.59,5,0.26,36.66,81.87,1
60.86,5,90.21,70.39,81.25,1
66.14,5,69.15,54.84,93.55,1
96.93,3,66.7,65.74,7.42,1
89.89,4,57.65,82.0,72.63,1
59.53,1,51.63,24.33,19.93,1
3.14,1,25.52,79.14,16.77,1
0.84,5,98.42,86.98,2.82,1
85.26,8,80.83,81.06,5.57,1
59.08,2,32.42,45.66,84.14,1
86.74,5,42.99,86.27,3.37,1
11.26,6,69.57,69.8,36.57,1
63.34,6,71.91,16.67,93.3,1
47.88,3,52.05,92.03,89.26,1
42.02,8,54.68,60.48,20.54,1
94.37,8,84.39,87.14,21.2,1
6.55,8,45.53,61.17,86.38,1
33.39,3,85.01,31.3,63.01,1
14.91,7,41.8,35.16,10.63,1
89.42,2,87.86,1.9,97.87,1
51.61,3,69.12,17.72,59.37,1
93.58,7,55.51,1.42,79.27,1
13.88,3,74.47,99.26,86.23,1
79.8,2,7.82,65.85,94.33,1
7.15,3,45.27,32.15,90.35,1
82.64,3,8.54,18.04,38.22,1
68.72,8,80.54,13.43,40.92,1
21.96,5,33.45,1.65,43.94,0
89.37,8,88.63,14.23,73.89,1
27.03,2,71.56,39.72,60.84,1
55.93,6,44.31,40.83,12.24,1
45.54,4,28.48,25.65,69.31,0
68.4,6,20.09,94.45,3.28,1
15.74,1,90.16,35.43,73.9,1
75.08,2,42.99,96.35,82.95,1
12.49,4,70.1,65.45,93.74,1
14.1,3,79.38,38.25,46.3,1
76.74,3,11.87,57.69,54.31,1
24.44,7,1.59,7.63,28.95,0
49.96,8,71.88,82.19,20.62,1
90.08,6,69.84,29.61,81.25,1
4.17,3,89.38,75.92,10.47,1
3.62,6,92.49,5.33,74.32,1
35.8,3,21.14,14.86,89.47,1
53.67,4,22.65,58.38,93.62,1
39.67,4,70.52,64.59,60.73,1
53.76,5,14.73,41.86,91.39,1
93.94,4,36.62,68.83,12.19,1
55.56,6,98.46,63.95,59.54,1
71.13,8,8.46,93.37,14.95,1
84.27,5,71.52,3.27,71.74,1
7.37,1,56.39,99.6,63.71,1
23.79,3,65.82,90.15,76.77,1
89.23,5,26.52,18.85,63.31,1
84.19,5,27.35,25.54,2.52,1
92.86,6,74.57,72.02,22.99,1
15.16,3,66.77,47.12,85.31,1
71.76,6,20.29,10.5,11.38,1
17.29,5,96.2,56.17,10.71,1
88.69,7,19.65,0.26,21.9,1
75.13,2,34.43,16.6,54.44,1
20.87,5,78.19,92.82,88.62,1
16.45,7,53.7,77.82,11.11,1
93.53,3,43.8,98.73,17.42,1
83.07,5,22.32,10.87,76.85,1
39.3,5,99.71,11.28,27.85,1
64.98,1,21.11,91.73,39.19,1
51.12,7,91.73,15.8,24.22,1
72.79,7,14.35,94.72,33.33,1
45.1,6,94.36,55.74,69.2,1
94.22,6,1.09,95.72,67.56,1
6.88,6,13.96,36.85,48.43,0
24.89,3,97.96,75.92,39.65,1
97.16,6,30.83,34.67,60.08,1
43.39,4,86.13,35.55,50.16,1
95.69,7,62.59,27.03,44.34,1
47.98,4,71.06,27.31,97.51,1
81.27,3,50.16,16.93,28.0,1
97.96,2,6.24,66.96,33.29,1
16.74,2,53.09,88.25,5.17,1
80.15,1,82.64,68.87,23.23,1
67.62,5,43.51,4.26,57.74,0
40.3,7,95.54,23.46,30.72,1
62.18,8,61.26,17.72,61.86,1
16.22,4,51.9,48.58,18.85,1
46.21,1,96.39,63.09,30.23,1
11.31,5,24.09,79.79,92.19,1
82.35,7,63.58,86.85,62.55,1
91.53,5,83.83,24.08,45.21,1
22.95,1,81.25,18.38,66.3,1
71.24,8,28.18,94.76,9.51,1
47.84,7,55.47,20.58,11.17,1
69.31,4,83.97,37.87,91.48,1
48.49,8,13.65,16.05,30.71,0
41.31,3,34.58,17.88,32.81,0
20.67,7,65.35,74.2,58.96,1
9.4,5,57.0,35.51,17.21,1
34.99,8,20.1,53.83,57.03,1
94.94,4,21.4,0.7,65.62,1
53.24,2,50.82,40.53,8.59,1
95.45,5,47.42,66.64,20.26,1
71.73,7,77.63,49.78,2.33,1
8.63,6,90.9,33.91,81.18,1
40.95,4,57.91,76.03,19.27,1
43.25,6,74.47,27.91,13.97,1
1.95,5,23.33,32.8,26.32,0
59.31,2,68.6,45.83,0.42,1
55.77,3,97.9,63.08,20.52,1
55.96,8,45.07,45.8,20.04,1
72.45,6,96.19,9.49,39.61,1
96.19,3,47.83,26.91,77.65,1
87.73,6,15.16,53.99,58.68,1
53.88,6,18.18,46.84,51.54,0
36.69,7,87.55,46.96,90.27,1
2.6,1,42.02,93.93,25.26,1
22.89,3,96.27,28.78,9.98,1
67.2,2,82.1,25.05,72.81,1
30.86,5,95.47,75.18,71.8,1
42.59,6,87.57,67.07,96.4,1
13.99,8,65.45,69.8,52.69,1
1.99,2,7.34,65.89,55.3,1
91.09,1,50.33,54.52,18.69,1
80.56,2,18.11,27.54,87.69,1
91.06,6,76.53,81.84,35.54,1
20.77,5,40.0,71.44,91.24,1
40.55,7,90.86,64.83,53.64,1
94.52,1,27.06,50.08,37.59,1
78.81,7,11.64,82.72,69.36,1
63.08,7,19.42,88.56,97.43,1
95.47,7,97.2,71.94,25.08,1
80.99,8,10.06,12.39,93.99,1
95.38,1,75.61,27.09,84.11,1
58.77,4,19.54,55.08,22.86,1
17.91,8,72.07,20.99,80.96,1
1.89,5,37.44,17.69,54.31,0
73.36,3,35.83,61.39,22.21,1
49.35,5,63.06,58.92,79.25,1
58.0,6,19.02,33.06,86.98,1
6.87,5,8.41,84.37,13.25,1
13.42,3,43.9,82.54,46.47,1
46.63,4,42.82,87.99,6.39,1
47.69,5,64.54,26.88,47.35,1
79.34,2,29.52,39.41,8.91,1
9.66,6,35.96,59.48,54.17,1
18.75,3,73.11,18.58,54.38,1
55.92,1,4.45,47.9,92.97,1
40.08,6,94.24,18.01,57.28,1
43.34,7,28.69,89.48,12.29,1
41.98,7,85.68,83.61,29.22,1
28.25,8,3.11,30.97,83.92,1
75.35,8,66.24,68.94,21.91,1
50.2,2,39.14,11.14,65.68,0
97.44,4,5.92,87.51,1.37,1
30.67,1,94.56,57.42,32.14,1
36.74,4,34.42,55.87,56.83,1
48.61,3,85.1,53.71,57.9,1
15.71,7,93.56,17.41,45.28,1
37.48,8,17.68,38.94,44.44,0
79.98,8,65.4,53.46,76.94,1
69.2,5,48.02,15.52,68.02,0
59.25,4,98.7,21.24,16.77,1
67.24,8,22.92,97.91,50.85,1
66.15,2,58.81,32.51,18.52,1
55.4,5,49.69,44.12,3.16,1
78.48,4,68.46,92.36,43.31,1
84.31,1,11.98,80.24,60.73,1
24.89,7,80.07,58.55,32.57,1
65.76,8,89.43,35.29,12.25,1
77.87,8,2.77,53.97,77.3,1
83.25,5,88.46,12.85,12.52,1
33.11,4,87.08,32.17,89.72,1
70.55,6,26.21,6.32,38.8,1
83.94,2,43.59,92.1,83.81,1
52.84,5,59.37,47.87,18.52,1
41.44,5,50.93,99.99,65.05,1
98.06,6,29.92,97.8,2.33,1
59.86,4,16.99,96.06,83.86,1
54.32,7,54.09,56.52,55.98,1
74.39,8,72.69,64.2,97.89,1
30.61,6,2.13,51.86,79.67,1
58.2,4,78.8,42.54,29.58,1
84.0,8,74.0,59.46,87.84,1
79.12,2,65.57,2.42,49.76,1
65.57,2,89.79,44.81,13.83,1
70.07,6,36.37,34.34,68.11,1
23.35,3,43.5,43.95,7.13,1
15.45,1,93.05,81.7,59.11,1
19.01,7,49.63,15.47,44.33,0
42.31,5,80.11,19.82,37.05,1
46.14,4,88.91,68.34,14.69,1
80.15,5,98.75,7.2,56.19,1
86.03,7,93.09,51.75,92.62,1
75.44,4,75.66,97.78,68.99,1
58.94,4,54.73,84.79,61.06,1
20.89,5,96.04,37.87,59.74,1
72.7,1,78.82,50.13,8.99,1
63.38,6,63.04,73.68,14.84,1
34.02,1,46.47,31.37,95.01,1
89.25,1,96.15,72.77,69.06,1
95.2,2,72.87,50.06,41.31,1
74.96,3,51.62,87.26,45.35,1
9.78,3,62.06,5.25,31.71,0
32.4,5,27.77,55.24,57.86,1
94.02,5,88.1,72.64,9.74,1
73.11,2,74.03,94.38,77.87,1
68.78,5,84.88,87.5,91.94,1
75.09,4,4.03,23.61,25.39,1
14.08,2,94.95,45.02,42.66,1
34.24,3,95.33,87.64,65.89,1
27.09,6,29.07,4.78,95.25,1
28.18,3,26.25,82.39,61.0,1
85.82,3,52.13,82.71,48.52,1
78.49,1,82.06,1.01,84.77,1
76.06,6,6.76,87.05,8.47,1
77.02,3,48.51,26.4,83.78,1
26.88,7,61.16,63.76,18.72,1
7.33,7,15.91,56.83,83.01,1
75.89,2,58.85,71.97,50.26,1
9.27,1,93.29,58.75,7.94,1
37.0,7,35.29,31.13,54.45,0
42.09,4,52.73,12.08,56.44,0
26.82,5,62.04,13.19,59.73,1
9.48,2,0.22,24.17,11.75,0
73.38,8,27.24,21.29,12.03,1
33.37,3,18.75,91.41,21.28,1
80.9,3,87.37,63.03,28.73,1
90.8,5,57.36,41.58,22.11,1
33.51,5,66.42,33.83,76.36,1
47.14,6,60.4,87.44,39.27,1
12.45,4,28.31,10.37,28.23,0
90.41,5,92.75,9.77,82.73,1
49.77,7,39.8,75.72,11.84,1
6.85,8,64.71,12.6,25.79,1
74.38,4,29.93,75.16,3.16,1
32.17,8,89.14,70.43,93.98,1
29.25,1,35.98,32.03,20.03,0
69.07,7,91.05,63.2,36.81,1
44.37,7,86.56,29.73,43.04,1
0.53,5,38.48,77.9,97.99,1
72.94,1,42.49,28.51,49.22,1
90.65,4,5.23,8.52,79.06,1
68.33,7,74.63,44.4,3.61,1
66.44,1,78.04,11.04,54.8,1
66.16,1,8.0,54.69,29.18,1
35.44,8,66.22,62.88,91.4,1
69.0,5,88.05,33.89,64.14,1
35.9,6,1.08,53.2,6.26,1
93.27,7,38.69,26.47,52.31,1
72.29,7,76.2,50.93,47.98,1
37.09,1,17.95,29.98,73.26,0
19.29,1,77.64,82.09,65.59,1
32.85,6,75.41,12.12,29.56,1
91.74,6,51.05,24.76,15.15,1
76.34,5,72.93,39.22,30.56,1
48.68,4,30.97,91.75,80.09,1
37.7,1,2.09,57.79,15.01,1
71.31,6,99.4,33.12,15.38,1
10.9,8,39.8,30.03,23.46,0
54.84,4,69.55,3.35,39.59,1
28.37,2,42.28,70.41,12.6,1
38.65,2,44.38,97.52,59.28,1
51.67,4,40.64,58.73,40.06,1
99.82,6,22.98,97.26,75.32,1
46.38,5,13.29,21.86,52.16,0
3.43,5,42.72,6.27,13.17,0
20.03,4,55.79,72.21,58.93,1
92.9,3,86.68,5.52,30.08,1
12.92,4,20.18,50.33,80.39,1
11.76,1,72.07,8.56,99.32,1
40.02,3,82.18,1.64,38.74,1
23.67,2,32.43,0.67,56.61,0
48.19,4,65.89,65.31,51.73,1
55.26,4,14.79,66.86,7.07,1
11.65,8,47.65,91.46,88.3,1
52.97,2,64.92,68.71,25.77,1
24.93,6,15.5,14.39,47.66,0
49.16,6,29.51,79.53,14.81,1
77.62,6,84.69,50.43,11.97,1
39.1,6,32.66,19.92,60.26,0
44.18,7,96.45,75.48,22.87,1
75.57,8,39.72,40.06,67.47,1
26.77,2,18.19,53.23,6.21,1
8.8,2,99.29,59.89,47.59,1
44.27,7,34.94,26.15,42.96,0
4.46,5,43.79,59.75,22.54,1
72.6,2,86.06,92.1,58.62,1
54.34,2,67.45,24.54,1.85,1
74.07,7,27.57,51.41,56.02,1
10.74,2,9.08,47.38,19.12,0
94.83,6,89.39,5.56,72.36,1
65.66,8,20.02,90.73,62.91,1
22.49,4,64.19,80.0,57.74,1
65.69,3,80.98,49.09,44.31,1
2.7,7,30.53,28.57,66.15,0
54.18,5,10.08,75.47,94.0,1
12.5,7,42.81,73.89,6.93,1
95.08,3,39.36,78.28,18.34,1
12.27,4,9.77,82.37,76.17,1
17.73,1,27.68,37.58,87.16,1
83.32,1,79.46,32.07,55.8,1
9.15,4,41.23,82.4,42.37,1
2.18,4,92.69,0.15,23.85,1
37.63,7,33.71,50.49,86.81,1
58.12,7,32.8,6.58,55.07,0
44.99,7,46.56,39.46,85.85,1
41.11,5,76.63,13.22,98.15,1
88.44,3,24.16,51.93,40.75,1
17.11,2,2.89,99.27,83.34,1
21.53,5,84.06,99.02,9.53,1
66.61,6,96.24,69.72,8.25,1
51.63,5,36.5,43.64,36.81,1
17.51,8,48.01,83.12,5.13,1
30.29,6,78.54,83.92,7.19,1
29.81,5,53.68,89.6,81.03,1
78.9,8,28.23,24.87,97.44,1
77.78,3,91.39,47.83,39.86,1
26.38,4,20.65,45.76,97.31,1
62.75,8,39.12,67.12,93.06,1
59.12,1,96.93,30.72,79.63,1
9.58,3,73.88,13.87,5.1,1
88.06,3,26.16,89.14,85.24,1
55.7,5,21.38,24.04,71.66,0
13.48,5,60.96,89.93,45.41,1
74.0,8,86.2,89.03,30.43,1
23.61,5,89.06,91.39,79.75,1
44.0,6,22.57,14.05,44.41,0
35.46,7,14.57,10.7,96.75,1
51.25,2,78.55,72.01,0.35,1
12.26,7,70.5,84.72,31.85,1
63.25,4,93.17,12.3,42.04,1
14.02,5,30.9,40.05,0.1,1
50.08,6,75.26,54.75,75.87,1
76.12,5,22.33,94.55,26.45,1
4.18,6,59.55,91.33,9.3,1
89.75,2,99.53,74.85,41.44,1
65.32,5,40.18,20.53,28.55,0
17.69,3,95.82,68.59,82.84,1
76.51,6,70.78,11.01,93.54,1
50.49,3,23.84,11.96,5.43,0
87.62,4,39.03,0.11,28.36,1
33.39,1,38.53,69.81,27.74,1
75.69,3,33.11,99.98,33.97,1
72.58,2,92.27,96.13,15.66,1
63.89,5,40.17,43.48,31.72,1
25.7,6,16.52,64.1,52.63,1
89.27,3,12.09,48.4,5.91,1
96.8,2,76.36,58.0,0.07,1
69.18,4,66.43,40.22,52.93,1
72.84,4,62.98,86.91,51.17,1
9.13,3,99.88,40.83,86.63,1
96.38,3,26.37,38.6,86.33,1
47.08,7,36.11,6.95,98.72,1
10.4,6,66.65,81.27,63.13,1
77.09,8,60.59,67.1,6.15,1
58.53,6,99.76,71.44,30.57,1
72.05,5,59.55,61.6,10.04,1
84.53,4,72.82,5.35,42.38,1
41.05,5,92.1,69.88,95.58,1
12.32,6,11.45,58.99,87.9,1
73.15,3,22.42,71.24,84.15,1
86.64,3,35.81,34.43,77.35,1
19.43,4,72.48,11.49,78.25,1
91.34,4,54.31,49.32,90.99,1
99.23,1,1.72,24.93,9.1,1
44.04,2,58.53,10.52,46.31,0
45.48,2,0.68,97.09,66.36,1
11.05,4,66.9,62.63,24.33,1
28.72,7,18.51,69.69,58.98,1
85.57,1,72.76,44.98,39.1,1
61.79,4,77.03,72.01,23.88,1
61.09,4,27.58,33.28,47.12,0
10.42,5,14.65,4.96,77.47,0
46.94,8,62.5,96.93,65.68,1
64.38,4,35.82,22.21,63.93,0
18.92,2,48.44,45.73,75.9,1
2.65,1,13.07,47.18,79.75,0
92.75,5,62.79,24.75,42.09,1
97.03,7,43.98,60.13,24.52,1
22.22,1,98.28,44.75,74.5,1
81.64,7,84.83,58.1,61.57,1
55.45,8,51.34,8.4,8.65,0
32.66,1,85.82,71.93,91.51,1
51.41,1,71.86,82.44,4.53,1
2.65,1,1.14,52.13,88.88,1
48.82,7,93.03,6.67,92.39,1
27.4,1,44.18,68.74,4.11,1
92.91,2,72.79,83.42,59.42,1
28.1,4,39.74,40.4,66.54,1
29.22,5,87.82,1.27,82.29,1
94.34,8,4.03,91.01,16.12,1
63.44,1,77.66,67.49,9.59,1
45.99,2,50.12,8.16,54.42,0
28.11,4,1.65,56.74,92.16,1
8.16,2,29.25,23.41,67.03,0
63.89,6,43.28,93.78,61.74,1
64.05,6,20.93,93.42,22.9,1
74.85,6,87.27,30.28,40.74,1
74.56,7,57.91,66.67,16.44,1
69.92,3,55.56,48.16,61.14,1
11.39,3,88.14,48.19,95.87,1
52.28,5,16.09,14.11,88.5,1
62.66,8,74.16,58.45,56.32,1
60.28,5,94.35,68.28,45.74,1
45.16,7,81.76,12.04,74.48,1
94.89,8,79.44,46.79,24.61,1
73.18,7,75.88,3.53,10.78,1
65.14,3,13.05,36.12,8.88,0
80.9,5,50.49,2.24,32.73,1
76.87,1,72.1,80.03,87.23,1
60.28,4,39.81,77.11,27.11,1
15.95,3,51.61,69.62,34.7,1
96.09,1,68.12,88.33,0.72,1
91.4,2,6.2,22.15,77.98,1
31.43,4,24.74,63.57,31.28,1
18.01,4,9.96,82.94,57.81,1
52.39,2,82.71,48.33,69.55,1
45.95,6,50.41,99.71,83.4,1
61.72,3,73.6,48.5,24.32,1
56.01,7,13.89,0.1,84.77,1
45.48,8,49.84,73.62,93.17,1
86.77,3,9.94,94.84,29.88,1
56.63,6,33.25,57.45,71.17,1
67.08,5,43.5,64.92,92.71,1
28.64,5,26.42,23.95,15.21,0
45.03,8,84.11,20.77,42.84,1
37.8,1,4.01,75.0,20.33,1
69.17,2,12.35,89.09,99.14,1
49.94,2,36.0,29.67,65.53,0
78.93,6,69.35,21.0,31.95,1
94.82,3,13.48,22.41,18.48,1
42.75,2,32.98,42.3,32.14,1
24.61,8,52.41,68.04,51.69,1
15.64,6,71.73,58.98,94.99,1
20.74,2,90.87,77.38,83.3,1
21.8,1,56.32,72.93,21.3,1
73.64,1,83.66,62.32,92.29,1
94.57,5,82.83,56.18,38.12,1
60.52,6,36.75,79.05,52.51,1
70.43,3,56.03,46.12,36.9,1
29.48,5,9.67,64.85,93.47,1
64.64,8,88.83,94.85,30.45,1
41.76,8,77.74,65.45,18.57,1
8.01,1,96.25,74.47,80.94,1
13.64,3,46.51,38.36,58.21,1
85.51,7,6.98,73.73,0.4,1
89.0,1,50.09,61.4,76.77,1
43.08,2,58.9,79.48,35.45,1
54.88,1,4.98,41.38,17.99,0
67.83,8,55.77,17.87,79.46,1
68.68,7,30.61,82.88,30.69,1
40.57,6,9.03,67.55,90.81,1
18.92,1,81.21,43.86,95.1,1
79.3,2,55.68,76.23,97.88,1
33.56,6,81.73,34.49,24.32,1
22.27,6,6.85,68.89,68.96,1
98.13,5,6.21,29.36,60.55,1
24.49,1,22.54,24.73,35.0,0
26.21,1,63.12,7.1,32.67,1
53.0,2,83.82,44.78,26.4,1
60.63,6,27.04,28.6,56.85,0
3.46,5,33.48,55.86,69.41,1
38.12,8,39.7,1.8,96.14,1
23.32,4,63.74,84.38,87.68,1
78.56,7,48.87,92.09,69.2,1
9.81,5,97.5,50.88,98.29,1
77.45,6,16.7,76.87,16.61,1
56.29,8,57.08,87.35,21.74,1
7.57,2,79.94,75.48,21.66,1
60.31,6,47.5,1.08,15.03,0
83.07,5,69.45,60.75,62.96,1
86.71,1,84.76,80.43,35.21,1
96.67,7,15.97,87.43,62.06,1
86.48,1,14.76,42.17,97.6,1
73.83,5,51.83,56.44,49.23,1
43.59,8,22.67,24.74,77.0,0
62.05,5,4.4,91.7,45.08,1
25.49,7,55.37,51.82,15.55,1
80.08,2,70.08,14.5,12.95,1
65.0,3,72.28,69.57,95.85,1
64.03,1,29.83,82.08,80.98,1
16.35,8,75.16,49.52,30.65,1
78.67,2,48.57,73.1,90.01,1
10.16,6,0.67,45.11,15.77,0
4.99,4,38.04,93.16,98.46,1
79.18,1,48.49,73.59,30.4,1
70.05,7,92.44,88.28,99.88,1
5.05,2,53.88,50.88,64.65,1
1.71,7,89.69,4.65,96.33,1
36.35,1,39.97,65.54,88.82,1
47.48,8,12.51,95.45,8.83,1
26.84,6,32.61,65.61,33.24,1
24.63,4,25.0,61.47,84.69,1
42.04,8,28.82,29.83,62.53,0
53.69,8,75.94,35.64,61.64,1
91.74,1,35.35,78.61,67.63,1
13.87,3,24.06,12.05,99.01,1
17.51,1,74.91,9.39,66.98,1
56.95,2,83.84,68.45,9.65,1
53.83,6,44.15,56.42,64.37,1
20.49,4,89.02,45.99,6.7,1
8.81,2,80.25,37.76,4.4,1
56.84,8,72.9,41.76,83.07,1
85.05,4,17.74,77.08,22.98,1
86.87,1,92.12,30.33,24.61,1
96.07,7,46.43,20.17,6.75,1
42.08,2,77.3,68.33,69.79,1
19.36,2,57.85,64.38,92.46,1
17.45,3,13.63,70.82,68.91,1
78.47,3,49.02,98.46,92.54,1
79.59,7,13.65,5.98,54.06,1
99.43,4,3.23,18.59,41.16,1
84.72,5,82.22,91.87,75.06,1
61.36,3,7.7,84.02,97.98,1
22.44,5,7.92,43.11,0.29,0
6.74,4,80.86,30.21,56.04,1
60.49,4,49.26,51.2,3.61,1
30.02,4,73.72,69.95,91.43,1
76.33,6,36.66,53.61,29.85,1
56.06,3,88.71,31.42,97.35,1
59.84,6,26.55,92.0,2.56,1
21.32,6,38.64,94.97,49.22,1
5.05,3,16.26,19.32,57.4,0
78.51,5,41.49,65.13,21.88,1
85.39,3,78.14,7.47,32.66,1
79.45,2,66.05,62.15,6.01,1
89.46,2,44.54,73.41,99.92,1
18.16,4,88.44,86.24,48.36,1
74.71,5,40.58,32.64,10.84,1
24.67,6,26.07,50.09,44.42,1
26.08,5,30.77,14.59,59.42,0
56.92,2,99.02,6.21,67.54,1
65.98,7,77.84,30.42,6.25,1
70.08,2,51.87,21.16,2.59,1
54.3,5,23.55,52.78,63.83,1
21.04,2,29.24,13.68,28.7,0
75.48,1,5.76,75.59,71.39,1
44.35,5,23.95,62.46,43.62,1
60.47,5,6.9,47.33,32.54,0
48.73,3,2.78,77.75,97.49,1
82.71,6,41.87,64.16,9.92,1
47.65,2,77.21,39.58,44.57,1
17.23,2,85.38,8.51,94.06,1
17.27,6,59.91,61.91,46.0,1
40.22,5,14.91,78.69,27.64,1
2.07,6,92.03,59.99,45.29,1
0.9,2,27.18,58.52,19.5,1
32.73,8,6.15,16.64,44.42,0
10.89,1,80.45,85.99,52.11,1
45.96,1,39.51,83.74,95.42,1
61.14,7,10.78,0.17,93.34,1
31.89,8,39.55,55.09,66.57,1
6.31,6,88.87,95.47,73.22,1
19.97,2,94.44,96.45,97.57,1
96.73,1,81.98,62.84,46.25,1
58.98,7,45.13,27.88,51.33,1
13.41,3,84.65,10.64,72.56,1
82.2,8,70.86,74.91,69.43,1
43.32,8,22.02,68.01,30.59,1
74.38,3,96.36,77.96,85.28,1
12.02,3,48.37,61.01,49.03,1
69.0,8,15.4,58.17,4.63,1
98.46,7,10.3,5.72,88.03,1
